timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1777276839750,6957,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-256,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6957
1777276841222,5411,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-403,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5410
1777276841396,5309,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-428,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5309
1777276840489,6178,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-335,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6178
1777276841341,5356,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-421,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5356
1777276841030,5657,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-388,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5657
1777276841899,4744,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-493,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4744
1777276838892,7803,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-118,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7803
1777276838796,7837,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-33,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7836
1777276838517,8116,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-112,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8115
1777276838797,7843,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-156,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7843
1777276841745,4919,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-486,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4919
1777276841527,5117,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-442,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5117
1777276839186,7455,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-250,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7455
1777276838514,8175,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-203,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8175
1777276838475,8158,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-216,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8157
1777276840764,5869,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-353,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5869
1777276841760,4874,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-478,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4874
1777276840838,5817,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-367,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5817
1777276838545,8103,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-152,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8103
1777276838624,8009,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-210,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8008
1777276838589,8056,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-84,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8056
1777276841325,5393,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-420,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5393
1777276838595,8077,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-43,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8077
1777276841311,5388,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-418,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5388
1777276838607,8047,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-57,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8047
1777276838781,7917,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-11,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7917
1777276838802,7866,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-181,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7866
1777276838585,8048,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-190,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8047
1777276838719,7973,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-60,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7973
1777276838679,8021,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-151,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8021
1777276840758,5943,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-355,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5943
1777276838537,8156,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-233,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8156
1777276841778,4856,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-474,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4856
1777276841344,5340,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-422,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5340
1777276841822,4839,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-472,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4839
1777276840143,6540,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-303,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6539
1777276838592,8069,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-93,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8069
1777276841988,4706,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-495,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4706
1777276838688,7975,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-144,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7975
1777276841553,5094,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-446,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5093
1777276838623,8010,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-61,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8009
1777276838632,8045,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-72,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8045
1777276841729,4957,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-485,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4957
1777276838497,8136,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-177,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8135
1777276839754,6881,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-265,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6880
1777276842015,4622,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-498,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,4622
1777276838475,8177,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-228,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8177
1777276841564,5115,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-449,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5115
1777276839038,7598,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-242,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7598
1777276838508,8141,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-58,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8141
1777276838729,7913,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-7,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7913
1777276838592,8096,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-212,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8096
1777276838608,8038,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-191,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8038
1777276840512,6133,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-336,text,false,,2228,0,500,500,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6133
1777276838896,7889,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-206,text,false,,2228,0,441,441,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7889
1777276841444,5342,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-434,text,false,,2228,0,441,441,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5342
1777276838594,8197,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-194,text,false,,2228,0,431,431,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8197
1777276841189,5610,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-399,text,false,,2228,0,430,430,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5610
1777276838691,8110,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-178,text,false,,2228,0,430,430,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8110
1777276839778,7024,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-264,text,false,,2228,0,428,428,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7024
1777276838603,8204,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-234,text,false,,2228,0,427,427,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8204
1777276841584,5221,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-452,text,false,,2228,0,427,427,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5221
1777276841733,5073,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-463,text,false,,2228,0,427,427,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5073
1777276838603,8205,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-173,text,false,,2228,0,427,427,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8205
1777276838779,8030,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-111,text,false,,2228,0,426,426,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8030
1777276838784,8026,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-14,text,false,,2228,0,422,422,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8026
1777276838810,8001,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-239,text,false,,2228,0,422,422,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8001
1777276838697,8115,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-22,text,false,,2228,0,422,422,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8115
1777276838561,8255,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-27,text,false,,2228,0,419,419,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8255
1777276838791,8026,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-47,text,false,,2228,0,419,419,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8025
1777276841510,5318,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-439,text,false,,2228,0,417,417,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5318
1777276841654,5176,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-459,text,false,,2228,0,416,416,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5176
1777276839792,7041,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-276,text,false,,2228,0,415,415,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7041
1777276840938,5893,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-374,text,false,,2228,0,415,415,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5893
1777276838888,7943,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-204,text,false,,2228,0,415,415,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7943
1777276841760,5071,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-479,text,false,,2228,0,412,412,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5071
1777276839994,6845,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-285,text,false,,2228,0,411,411,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6845
1777276841004,5839,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-380,text,false,,2228,0,410,410,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5839
1777276841785,5059,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-473,text,false,,2228,0,409,409,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5058
1777276841543,5300,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-444,text,false,,2228,0,409,409,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5300
1777276838637,8215,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-46,text,false,,2228,0,407,407,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8215
1777276841785,5069,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-471,text,false,,2228,0,406,406,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5069
1777276838511,8345,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-50,text,false,,2228,0,405,405,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8345
1777276838884,7978,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-20,text,false,,2228,0,404,404,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7977
1777276838621,8243,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-74,text,false,,2228,0,404,404,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8243
1777276838795,8073,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-149,text,false,,2228,0,402,402,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8073
1777276840921,5946,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-373,text,false,,2228,0,402,402,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5946
1777276840755,6112,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-354,text,false,,2228,0,402,402,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6112
1777276841801,5068,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-467,text,false,,2228,0,399,399,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,5068
1777276838714,8161,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-157,text,false,,2228,0,398,398,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8161
1777276840281,6598,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-321,text,false,,2228,0,397,397,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,6598
1777276838763,8117,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-165,text,false,,2228,0,397,397,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8117
1777276838644,8240,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-209,text,false,,2228,0,396,396,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8240
1777276838899,7987,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-175,text,false,,2228,0,395,395,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,7987
1777276838800,8089,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-155,text,false,,2228,0,394,394,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8089
1777276838565,8318,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-232,text,false,,2228,0,397,397,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8318
1777276838508,8382,HTTP Request,Non HTTP response code: java.net.SocketException,Non HTTP response message: Socket closed,Thread Group 1-15,text,false,,2228,0,391,391,http://Result-Traffic-Cop-1338216547.eu-north-1.elb.amazonaws.com:8080/result/12345,0,0,8382
